,AEB,VDC,ABS,TCS_Activate,HDC,EPB,cycle,engine,BrakeOverHeat,Front_angle_radar,ESP,TCS_Off,FLWheelRotated,RLWheelRotated,FRWheelRotated,RRWheelRotated,NoBrakeForce,Over_ride,GearLvl,Door,SeatBelt,Final_resule
0.49000000000000027,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5000000000000002,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5100000000000002,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5200000000000002,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5300000000000002,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5400000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5500000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5600000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5700000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5800000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.5900000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6000000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6100000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6200000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6300000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6400000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6500000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6600000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6700000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6800000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.6900000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7000000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7100000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7200000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7300000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7400000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7500000000000004,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7600000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7700000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7800000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.7900000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8000000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8100000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8200000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8300000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8400000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8500000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8600000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8700000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8800000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.8900000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9000000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9100000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9200000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9300000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9400000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9500000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9600000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9700000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9800000000000006,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
0.9900000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0000000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0100000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0200000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0300000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0400000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0500000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0600000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0700000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0800000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.0900000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1000000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1100000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1200000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1300000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1400000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1500000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1600000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1700000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1800000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.1900000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.2000000000000008,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.2100000000000009,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.2200000000000009,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.2300000000000009,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.2400000000000009,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.2500000000000009,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.260000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.270000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.280000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.290000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.300000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.310000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.320000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.330000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.340000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.350000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.360000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.370000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.380000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.390000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.400000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.410000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.420000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.430000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.440000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.450000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.460000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.470000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.480000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.490000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.500000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.5100000000000011,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.5200000000000011,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.5300000000000011,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.5400000000000011,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.5500000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.5600000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.5700000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.5800000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.5900000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6000000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6100000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6200000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6300000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6400000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6500000000000012,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6600000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6700000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6800000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.6900000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7000000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7100000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7200000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7300000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7400000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7500000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7600000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7700000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7800000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.7900000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8000000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8100000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8200000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8300000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8400000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8500000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8600000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8700000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8800000000000014,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.8900000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9000000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9100000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9200000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9300000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9400000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9500000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9600000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9700000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9800000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
1.9900000000000015,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
2.0000000000000013,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
2.010000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
2.020000000000001,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
2.0300000000000007,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
2.0400000000000005,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
2.0500000000000003,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
2.06,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Over_ride: passive_mode
